name,exchange,root_ticker,GoogleFin_ticker
Barkerville Gold Mines Ltd.,TSX Venture Exchange,BGM,CVE:BGM
Bear Creek Mining Corporation,TSX Venture Exchange,BCM,CVE:BCM
BioSyent Inc.,TSX Venture Exchange,RX,CVE:RX
Blackbird Energy Inc.,TSX Venture Exchange,BBI,CVE:BBI
Blackline Safety Corp.,TSX Venture Exchange,BLN,CVE:BLN
BonTerra Resources Inc.,TSX Venture Exchange,BTR,CVE:BTR
Brazil Resources Inc.,TSX Venture Exchange,BRI,CVE:BRI
Breaking Data Corp.,TSX Venture Exchange,BKD,CVE:BKD
BriaCell Therapeutics Corp.,TSX Venture Exchange,BCT,CVE:BCT
BrightPath Early Learning Inc.,TSX Venture Exchange,BPE,CVE:BPE
Builders Capital Mortgage Corp.,TSX Venture Exchange,BCF,CVE:BCF
C-Com Satellite Systems Inc.,TSX Venture Exchange,CMI,CVE:CMI
CERF Incorporated,TSX Venture Exchange,CFL,CVE:CFL
CHC Student Housing Corp.,TSX Venture Exchange,CHC,CVE:CHC
CO2 Solutions Inc.,TSX Venture Exchange,CST,CVE:CST
CWC Energy Services Corp.,TSX Venture Exchange,CWC,CVE:CWC
Calibre Mining Corp.,TSX Venture Exchange,CXB,CVE:CXB
Calico Resources Corp.,TSX Venture Exchange,CKB,CVE:CKB
California Gold Mining Inc.,TSX Venture Exchange,CGM,CVE:CGM
Callinex Mines Inc.,TSX Venture Exchange,CNX,CVE:CNX
Canada Carbon Inc.,TSX Venture Exchange,CCB,CVE:CCB
Canada Zinc Metals Corp.,TSX Venture Exchange,CZX,CVE:CZX
Canadian Bioceutical Corporation,TSX Venture Exchange,BCC,CVE:BCC
Canadian Overseas Petroleum Limited,TSX Venture Exchange,XOP,CVE:XOP
Canadian Spirit Resources Inc.,TSX Venture Exchange,SPI,CVE:SPI
Cancana Resources Corp.,TSX Venture Exchange,CNY,CVE:CNY
Canopy Growth Corporation,TSX Venture Exchange,CGC,CVE:CGC
Ceapro Inc.,TSX Venture Exchange,CZO,CVE:CZO
Ceiba Energy Services Inc.,TSX Venture Exchange,CEB,CVE:CEB
Cematrix Corporation,TSX Venture Exchange,CVX,CVE:CVX
Changfeng Energy Inc.,TSX Venture Exchange,CFY,CVE:CFY
Chesapeake Gold Corp.,TSX Venture Exchange,CKG,CVE:CKG
Clean Seed Capital Group Ltd.,TSX Venture Exchange,CSX,CVE:CSX
Clearford Water Systems Inc.,TSX Venture Exchange,CLI,CVE:CLI
Clifton Star Resources Inc.,TSX Venture Exchange,CFO,CVE:CFO
Colt Resources Inc.,TSX Venture Exchange,GTP,CVE:GTP
Commerce Resources Corp.,TSX Venture Exchange,CCE,CVE:CCE
Convalo Health International Corp,TSX Venture Exchange,CXV,CVE:CXV
Copper Fox Metals Inc.,TSX Venture Exchange,CUU,CVE:CUU
Cortex Business Solutions Inc.,TSX Venture Exchange,CBX,CVE:CBX
Covalon Technologies Ltd.,TSX Venture Exchange,COV,CVE:COV
Critical Elements Corporation,TSX Venture Exchange,CRE,CVE:CRE
Critical Outcome Technologies Inc.,TSX Venture Exchange,COT,CVE:COT
Crown Point Energy Inc.,TSX Venture Exchange,CWV,CVE:CWV
Crystal Peak Minerals Inc.,TSX Venture Exchange,CPM,CVE:CPM
DEQ Systems Corp.,TSX Venture Exchange,DEQ,CVE:DEQ
Dajin Resources Corp.,TSX Venture Exchange,DJI,CVE:DJI
Decisive Dividend Corporation,TSX Venture Exchange,DE,CVE:DE
DeepMarkit Corp.,TSX Venture Exchange,MKT,CVE:MKT
Desert Star Resources Ltd.,TSX Venture Exchange,DSR,CVE:DSR
DiaMedica Inc.,TSX Venture Exchange,DMA,CVE:DMA
Diamcor Mining Inc.,TSX Venture Exchange,DMI,CVE:DMI
Discovery Ventures Inc.,TSX Venture Exchange,DVN,CVE:DVN
Divergent Energy Services Corp.,TSX Venture Exchange,DVG,CVE:DVG
DynaCERT Inc.,TSX Venture Exchange,DYA,CVE:DYA
EEStor Corporation,TSX Venture Exchange,ESU,CVE:ESU
Earthworks Industries Inc.,TSX Venture Exchange,EWK,CVE:EWK
East West Petroleum Corp.,TSX Venture Exchange,EW,CVE:EW
Eastwood Bio-Medical Canada Inc.,TSX Venture Exchange,EBM,CVE:EBM
Eco (Atlantic) Oil & Gas Ltd.,TSX Venture Exchange,EOG,CVE:EOG
Edgefront Real Estate Investment Trust,TSX Venture Exchange,ED.UN,CVE:ED.UN
Edgewater Wireless Systems Inc.,TSX Venture Exchange,YFI,CVE:YFI
Eguana Technologies Inc.,TSX Venture Exchange,EGT,CVE:EGT
Elcora Advanced Materials Corp,TSX Venture Exchange,ERA,CVE:ERA
Empire Industries Ltd.,TSX Venture Exchange,EIL,CVE:EIL
EnWave Corporation,TSX Venture Exchange,ENW,CVE:ENW
Enablence Technologies Inc.,TSX Venture Exchange,ENA,CVE:ENA
Encanto Potash Corp.,TSX Venture Exchange,EPO,CVE:EPO
Enerdynamic Hybrid Technologies Corp.,TSX Venture Exchange,EHT,CVE:EHT
Energold Drilling Corp.,TSX Venture Exchange,EGD,CVE:EGD
Engagement Labs Inc.,TSX Venture Exchange,EL,CVE:EL
Enpar Technologies Inc.,TSX Venture Exchange,ENP,CVE:ENP
Environmental Waste International Inc.,TSX Venture Exchange,EWS,CVE:EWS
Epicore BioNetworks Inc.,TSX Venture Exchange,EBN,CVE:EBN
Ergoresearch Ltd.,TSX Venture Exchange,ERG,CVE:ERG
Erin Ventures Inc.,TSX Venture Exchange,EV,CVE:EV
Eskay Mining Corp.,TSX Venture Exchange,ESK,CVE:ESK
Ethos Gold Corp.,TSX Venture Exchange,ECC,CVE:ECC
Eurasian Minerals Inc.,TSX Venture Exchange,EMX,CVE:EMX
Eurocontrol Technics Group Inc.,TSX Venture Exchange,EUO,CVE:EUO
Euromax Resources Ltd.,TSX Venture Exchange,EOX,CVE:EOX
Excelsior Mining Corp.,TSX Venture Exchange,MIN,CVE:MIN
FCF Capital Inc.,TSX Venture Exchange,FCF,CVE:FCF
FLYHT Aerospace Solutions Ltd.,TSX Venture Exchange,FLY,CVE:FLY
Falco Resources Ltd.,TSX Venture Exchange,FPC,CVE:FPC
Falcon Oil & Gas Ltd.,TSX Venture Exchange,FO,CVE:FO
Firm Capital Property Trust,TSX Venture Exchange,FCD.UN,CVE:FCD.UN
First Mining Finance Corp.,TSX Venture Exchange,FF,CVE:FF
Fission 3.0 Corp.,TSX Venture Exchange,FUU,CVE:FUU
Focus Graphite Inc.,TSX Venture Exchange,FMS,CVE:FMS
Focus Ventures Ltd.,TSX Venture Exchange,FCV,CVE:FCV
Fountain Asset Corp.,TSX Venture Exchange,FA,CVE:FA
Frankly Inc.,TSX Venture Exchange,TLK,CVE:TLK
Fronsac Real Estate Investment Trust,TSX Venture Exchange,GAZ.UN,CVE:GAZ.UN
GINSMS Inc.,TSX Venture Exchange,GOK,CVE:GOK
GWR Resources Inc.,TSX Venture Exchange,GWQ,CVE:GWQ
Galway Gold Inc.,TSX Venture Exchange,GLW,CVE:GLW
Garibaldi Resources Corp.,TSX Venture Exchange,GGI,CVE:GGI
Gatekeeper Systems Inc.,TSX Venture Exchange,GSI,CVE:GSI
Gensource Potash Corporation,TSX Venture Exchange,GSP,CVE:GSP
Gold Bullion Development Corp.,TSX Venture Exchange,GBB,CVE:GBB
Gold Reserve Inc.,TSX Venture Exchange,GRZ,CVE:GRZ
Gold Standard Ventures Corp.,TSX Venture Exchange,GSV,CVE:GSV
GoldQuest Mining Corp.,TSX Venture Exchange,GQC,CVE:GQC
Golden Arrow Resources Corporation,TSX Venture Exchange,GRG,CVE:GRG
Golden Valley Mines Ltd.,TSX Venture Exchange,GZZ,CVE:GZZ
Goldrock Mines Corp.,TSX Venture Exchange,GRM,CVE:GRM
Goldsource Mines Inc.,TSX Venture Exchange,GXS,CVE:GXS
Goldstrike Resources Ltd.,TSX Venture Exchange,GSR,CVE:GSR
Gowest Gold Ltd.,TSX Venture Exchange,GWA,CVE:GWA
Graphene 3D Lab Inc.,TSX Venture Exchange,GGG,CVE:GGG
Graphite One Resources Inc.,TSX Venture Exchange,GPH,CVE:GPH
Great Lakes Graphite Inc.,TSX Venture Exchange,GLK,CVE:GLK
Great Quest Fertilizer Ltd.,TSX Venture Exchange,GQ,CVE:GQ
GreenPower Motor Company Inc.,TSX Venture Exchange,GPV,CVE:GPV
Greenbriar Capital Corp.,TSX Venture Exchange,GRB,CVE:GRB
Grenville Strategic Royalty Corp.,TSX Venture Exchange,GRC,CVE:GRC
H2O Innovation Inc.,TSX Venture Exchange,HEO,CVE:HEO
Halmont Properties Corporation,TSX Venture Exchange,HMT,CVE:HMT
Hamilton Thorne Ltd.,TSX Venture Exchange,HTL,CVE:HTL
Happy Creek Minerals Ltd.,TSX Venture Exchange,HPY,CVE:HPY
Hemostemix Inc.,TSX Venture Exchange,HEM,CVE:HEM
Highbank Resources Ltd.,TSX Venture Exchange,HBK,CVE:HBK
Highland Copper Company Inc.,TSX Venture Exchange,HI,CVE:HI
Houston Lake Mining Inc.,TSX Venture Exchange,HLM,CVE:HLM
Hudson Resources Inc.,TSX Venture Exchange,HUD,CVE:HUD
I-Minerals Inc.,TSX Venture Exchange,IMA,CVE:IMA
IMPACT Silver Corp.,TSX Venture Exchange,IPT,CVE:IPT
IOU Financial Inc.,TSX Venture Exchange,IOU,CVE:IOU
IWG Technologies Inc.,TSX Venture Exchange,IWG,CVE:IWG
Iberian Minerals Ltd.,TSX Venture Exchange,IML,CVE:IML
Ikkuma Resources Corp.,TSX Venture Exchange,IKM,CVE:IKM
Imaflex Inc.,TSX Venture Exchange,IFX,CVE:IFX
Immunotec Inc.,TSX Venture Exchange,IMM,CVE:IMM
Imperial Equities Inc.,TSX Venture Exchange,IEI,CVE:IEI
Imperus Technologies Corp.,TSX Venture Exchange,LAB,CVE:LAB
Inca One Gold Corp.,TSX Venture Exchange,IO,CVE:IO
Input Capital Corp.,TSX Venture Exchange,INP,CVE:INP
Integra Gold Corp.,TSX Venture Exchange,ICG,CVE:ICG
International Barrier Technology Inc.,TSX Venture Exchange,IBH,CVE:IBH
International Frontier Resources Corp.,TSX Venture Exchange,IFR,CVE:IFR
Jaguar Mining Inc.,TSX Venture Exchange,JAG,CVE:JAG
Jemi Fibre Corp.,TSX Venture Exchange,JFI,CVE:JFI
Jericho Oil Corporation,TSX Venture Exchange,JCO,CVE:JCO
Junex Inc.,TSX Venture Exchange,JNX,CVE:JNX
Kaizen Discovery Inc.,TSX Venture Exchange,KZD,CVE:KZD
Kaminak Gold Corporation,TSX Venture Exchange,KAM,CVE:KAM
Kennady Diamonds Inc.,TSX Venture Exchange,KDI,CVE:KDI
Kivalliq Energy Corporation,TSX Venture Exchange,KIV,CVE:KIV
Kobex Capital Corp.,TSX Venture Exchange,KXM,CVE:KXM
Komet Resources Inc.,TSX Venture Exchange,KMT,CVE:KMT
Kootenay Silver Inc.,TSX Venture Exchange,KTN,CVE:KTN
LED Medical Diagnostics Inc.,TSX Venture Exchange,LMD,CVE:LMD
Lara Exploration Ltd.,TSX Venture Exchange,LRA,CVE:LRA
Largo Resources Ltd.,TSX Venture Exchange,LGO,CVE:LGO
Legend Power Systems Inc.,TSX Venture Exchange,LPS,CVE:LPS
Leucrotta Exploration Inc.,TSX Venture Exchange,LXE,CVE:LXE
Lingo Media Corporation,TSX Venture Exchange,LM,CVE:LM
Lion One Metals Limited,TSX Venture Exchange,LIO,CVE:LIO
Lonestar West Inc.,TSX Venture Exchange,LSI,CVE:LSI
Los Andes Copper Ltd.,TSX Venture Exchange,LA,CVE:LA
Lynden Energy Corp.,TSX Venture Exchange,LVL,CVE:LVL
MCW Energy Group Limited,TSX Venture Exchange,MCW,CVE:MCW
Macro Enterprises Inc.,TSX Venture Exchange,MCR,CVE:MCR
Madalena Energy Inc.,TSX Venture Exchange,MVN,CVE:MVN
Majestic Gold Corp.,TSX Venture Exchange,MJS,CVE:MJS
Manitok Energy Inc.,TSX Venture Exchange,MEI,CVE:MEI
Maple Leaf Green World Inc,TSX Venture Exchange,MGW,CVE:MGW
Marlin Gold Mining Ltd.,TSX Venture Exchange,MLN,CVE:MLN
Marquee Energy Ltd.,TSX Venture Exchange,MQL,CVE:MQL
Mason Graphite Inc.,TSX Venture Exchange,LLG,CVE:LLG
Maya Gold & Silver Inc.,TSX Venture Exchange,MYA,CVE:MYA
Med BioGene Inc.,TSX Venture Exchange,MBI,CVE:MBI
MedMira Inc.,TSX Venture Exchange,MIR,CVE:MIR
MediaValet Inc.,TSX Venture Exchange,MVP,CVE:MVP
Medicure Inc.,TSX Venture Exchange,MPH,CVE:MPH
Memex Inc.,TSX Venture Exchange,OEE,CVE:OEE
Merrex Gold Inc.,TSX Venture Exchange,MXI,CVE:MXI
Metanor Resources Inc.,TSX Venture Exchange,MTO,CVE:MTO
Mettrum Health Corp,TSX Venture Exchange,MT,CVE:MT
Midland Exploration Inc.,TSX Venture Exchange,MD,CVE:MD
Millrock Resources Inc.,TSX Venture Exchange,MRO,CVE:MRO
Minaurum Gold Inc.,TSX Venture Exchange,MGG,CVE:MGG
Minnova Corp.,TSX Venture Exchange,MCI,CVE:MCI
Mirasol Resources Ltd.,TSX Venture Exchange,MRZ,CVE:MRZ
Mitra Energy Inc.,TSX Venture Exchange,MTE,CVE:MTE
Mongolia Growth Group Ltd.,TSX Venture Exchange,YAK,CVE:YAK
Monument Mining Limited,TSX Venture Exchange,MMY,CVE:MMY
Morien Resources Corp.,TSX Venture Exchange,MOX,CVE:MOX
Mosaic Capital Corporation,TSX Venture Exchange,M,CVE:M
NXT Energy Solutions Inc.,TSX Venture Exchange,SFD,CVE:SFD
Nanotech Security Corp.,TSX Venture Exchange,NTS,CVE:NTS
Natcore Technology Inc.,TSX Venture Exchange,NXT,CVE:NXT
Naturally Splendid Enterprises Ltd.,TSX Venture Exchange,NSP,CVE:NSP
Nemaska Lithium Inc.,TSX Venture Exchange,NMX,CVE:NMX
Nesscap Energy Inc.,TSX Venture Exchange,NCE,CVE:NCE
NeutriSci International Inc.,TSX Venture Exchange,NU,CVE:NU
Nevada Zinc Corporation,TSX Venture Exchange,NZN,CVE:NZN
Newcastle Gold Ltd.,TSX Venture Exchange,NCA,CVE:NCA
Newport Exploration Ltd.,TSX Venture Exchange,NWX,CVE:NWX
NexGen Energy Ltd.,TSX Venture Exchange,NXE,CVE:NXE
NexgenRx Inc.,TSX Venture Exchange,NXG,CVE:NXG
Niogold Mining Corp.,TSX Venture Exchange,NOX,CVE:NOX
Nippon Dragon Resources Inc.,TSX Venture Exchange,NIP,CVE:NIP
Noble Iron Inc.,TSX Venture Exchange,NIR,CVE:NIR
Noront Resources Ltd.,TSX Venture Exchange,NOT,CVE:NOT
Northair Silver Corp.,TSX Venture Exchange,INM,CVE:INM
Northern Frontier Corp.,TSX Venture Exchange,FFF,CVE:FFF
Northern Graphite Corporation,TSX Venture Exchange,NGC,CVE:NGC
Northern Vertex Mining Corp.,TSX Venture Exchange,NEE,CVE:NEE
Northfield Capital Corporation,TSX Venture Exchange,NFD.A,CVE:NFD.A
Northquest Ltd.,TSX Venture Exchange,NQ,CVE:NQ
Nouveau Monde Mining Enterprises Inc.,TSX Venture Exchange,NOU,CVE:NOU
NuLegacy Gold Corporation,TSX Venture Exchange,NUG,CVE:NUG
OPSENS Inc.,TSX Venture Exchange,OPS,CVE:OPS
Oceanus Resources Corporation,TSX Venture Exchange,OCN,CVE:OCN
Odin Mining and Exploration Ltd.,TSX Venture Exchange,ODN,CVE:ODN
Omni-Lite Industries Canada Inc.,TSX Venture Exchange,OML,CVE:OML
Orca Gold Inc.,TSX Venture Exchange,ORG,CVE:ORG
Orex Minerals Inc.,TSX Venture Exchange,REX,CVE:REX
OrganiGram Holdings Inc,TSX Venture Exchange,OGI,CVE:OGI
Otis Gold Corp.,TSX Venture Exchange,OOO,CVE:OOO
PJX Resources Inc.,TSX Venture Exchange,PJX,CVE:PJX
POET Technologies Inc.,TSX Venture Exchange,PTK,CVE:PTK
PRD Energy Inc.,TSX Venture Exchange,PRD,CVE:PRD
Pacific Booker Minerals Inc.,TSX Venture Exchange,BKM,CVE:BKM
Pacific Safety Products Inc.,TSX Venture Exchange,PSP,CVE:PSP
Pan Orient Energy Corp.,TSX Venture Exchange,POE,CVE:POE
Panoro Minerals Ltd.,TSX Venture Exchange,PML,CVE:PML
Park Lawn Corporation,TSX Venture Exchange,PLC,CVE:PLC
Parkit Enterprise Inc.,TSX Venture Exchange,PKT,CVE:PKT
Patient Home Monitoring Corp.,TSX Venture Exchange,PHM,CVE:PHM
Pearl River Holdings Limited,TSX Venture Exchange,PRH,CVE:PRH
Pediapharm Inc.,TSX Venture Exchange,PDP,CVE:PDP
Pele Mountain Resources Inc.,TSX Venture Exchange,GEM,CVE:GEM
People Corporation,TSX Venture Exchange,PEO,CVE:PEO
Pershimco Resources Inc.,TSX Venture Exchange,PRO,CVE:PRO
PetroShale Inc.,TSX Venture Exchange,PSH,CVE:PSH
Petrodorado Energy Ltd.,TSX Venture Exchange,PDQ,CVE:PDQ
Petrolia Inc.,TSX Venture Exchange,PEA,CVE:PEA
Petrolympic Ltd.,TSX Venture Exchange,PCQ,CVE:PCQ
Petromanas Energy Inc.,TSX Venture Exchange,PMI,CVE:PMI
PharmaCan Capital Corp,TSX Venture Exchange,MJN,CVE:MJN
Photon Control Inc.,TSX Venture Exchange,PHO,CVE:PHO
Pine Cliff Energy Ltd.,TSX Venture Exchange,PNE,CVE:PNE
Pivot Technology Solutions Inc,TSX Venture Exchange,PTG,CVE:PTG
Plateau Uranium Inc.,TSX Venture Exchange,PLU,CVE:PLU
Poydras Gaming Finance Corp.,TSX Venture Exchange,PYD,CVE:PYD
Prism Medical Ltd.,TSX Venture Exchange,PM,CVE:PM
Pro Real Estate Investment Trust,TSX Venture Exchange,PRV.UN,CVE:PRV.UN
Probe Metals Inc.,TSX Venture Exchange,PRB,CVE:PRB
ProntoForms Corporation,TSX Venture Exchange,PFM,CVE:PFM
Pure Energy Minerals Limited,TSX Venture Exchange,PE,CVE:PE
Pure Gold Mining Inc.,TSX Venture Exchange,PGM,CVE:PGM
PyroGenesis Canada Inc.,TSX Venture Exchange,PYR,CVE:PYR
QHR Corporation,TSX Venture Exchange,QHR,CVE:QHR
Quaterra Resources Inc.,TSX Venture Exchange,QTA,CVE:QTA
Quest PharmaTech Inc.,TSX Venture Exchange,QPT,CVE:QPT
Questfire Energy Corp.,TSX Venture Exchange,Q.A,CVE:Q.A
Questor Technology Inc.,TSX Venture Exchange,QST,CVE:QST
Quorum Information Technologies Inc.,TSX Venture Exchange,QIS,CVE:QIS
RIFCO Inc.,TSX Venture Exchange,RFC,CVE:RFC
Radisson Mining Resources Inc.,TSX Venture Exchange,RDS,CVE:RDS
Raise Production Inc.,TSX Venture Exchange,RPC,CVE:RPC
Rathdowney Resources Ltd.,TSX Venture Exchange,RTH,CVE:RTH
Red Eagle Mining Corporation,TSX Venture Exchange,RD,CVE:RD
Regulus Resources Inc.,TSX Venture Exchange,REG,CVE:REG
Reko International Group Inc.,TSX Venture Exchange,REK,CVE:REK
Renaissance Oil Corp.,TSX Venture Exchange,ROE,CVE:ROE
RepliCel Life Sciences Inc.,TSX Venture Exchange,RP,CVE:RP
Reservoir Minerals Inc.,TSX Venture Exchange,RMC,CVE:RMC
Revive Therapeutics Ltd.,TSX Venture Exchange,RVV,CVE:RVV
Robex Resources Inc.,TSX Venture Exchange,RBX,CVE:RBX
Route1 Inc.,TSX Venture Exchange,ROI,CVE:ROI
Roxgold Inc.,TSX Venture Exchange,ROG,CVE:ROG
Rusoro Mining Ltd.,TSX Venture Exchange,RML,CVE:RML
Rye Patch Gold Corp.,TSX Venture Exchange,RPM,CVE:RPM
SLYCE Inc.,TSX Venture Exchange,SLC,CVE:SLC
SQI Diagnostics Inc.,TSX Venture Exchange,SQD,CVE:SQD
STT Enviro Corp.,TSX Venture Exchange,STT,CVE:STT
Sama Resources Inc./Ressources Sama Inc.,TSX Venture Exchange,SME,CVE:SME
Sandspring Resources Ltd.,TSX Venture Exchange,SSP,CVE:SSP
Sangoma Technologies Corporation,TSX Venture Exchange,STC,CVE:STC
Santacruz Silver Mining Ltd.,TSX Venture Exchange,SCZ,CVE:SCZ
Saturn Minerals Inc.,TSX Venture Exchange,SMI,CVE:SMI
Scorpio Gold Corporation,TSX Venture Exchange,SGN,CVE:SGN
Seair Inc.,TSX Venture Exchange,SDS,CVE:SDS
Select Sands Corp.,TSX Venture Exchange,SNS,CVE:SNS
Sernova Corp.,TSX Venture Exchange,SVA,CVE:SVA
ShaMaran Petroleum Corp.,TSX Venture Exchange,SNM,CVE:SNM
Sierra Iron Ore Corporation,TSX Venture Exchange,NAA,CVE:NAA
Simavita Limited,TSX Venture Exchange,SV,CVE:SV
Simba Energy Inc.,TSX Venture Exchange,SMB,CVE:SMB
Sintana Energy Inc.,TSX Venture Exchange,SEI,CVE:SEI
Sirios Resources Inc.,TSX Venture Exchange,SOI,CVE:SOI
Sirona Biochem Corp.,TSX Venture Exchange,SBM,CVE:SBM
Skeena Resources Limited,TSX Venture Exchange,SKE,CVE:SKE
Smart Employee Benefits Inc.,TSX Venture Exchange,SEB,CVE:SEB
Snipp Interactive Inc.,TSX Venture Exchange,SPN,CVE:SPN
Star Navigation Systems Group Ltd.,TSX Venture Exchange,SNA,CVE:SNA
Stellar Biotechnologies Inc,TSX Venture Exchange,KLH,CVE:KLH
Sterling Resources Ltd.,TSX Venture Exchange,SLG,CVE:SLG
StorageVault Canada Inc.,TSX Venture Exchange,SVI,CVE:SVI
Storm Resources Ltd.,TSX Venture Exchange,SRX,CVE:SRX
Strategic Metals Ltd.,TSX Venture Exchange,SMD,CVE:SMD
Strategic Oil & Gas Ltd.,TSX Venture Exchange,SOG,CVE:SOG
Striker Exploration Corp.,TSX Venture Exchange,SKX,CVE:SKX
Sunridge Gold Corp.,TSX Venture Exchange,SGC,CVE:SGC
Sylogist Ltd.,TSX Venture Exchange,SYZ,CVE:SYZ
Symbility Solutions Inc.,TSX Venture Exchange,SY,CVE:SY
TIO Networks Corp.,TSX Venture Exchange,TNC,CVE:TNC
Tasman Metals Ltd.,TSX Venture Exchange,TSM,CVE:TSM
Terra Firma Capital Corporation,TSX Venture Exchange,TII,CVE:TII
Terraco Gold Corp.,TSX Venture Exchange,TEN,CVE:TEN
Terrax Minerals Inc.,TSX Venture Exchange,TXR,CVE:TXR
The Westaim Corporation,TSX Venture Exchange,WED,CVE:WED
Theralase Technologies Inc.,TSX Venture Exchange,TLT,CVE:TLT
Thermal Energy International Inc.,TSX Venture Exchange,TMG,CVE:TMG
Tidewater Midstream and Infrastructure Ltd,TSX Venture Exchange,TWM,CVE:TWM
Tinka Resources Limited,TSX Venture Exchange,TK,CVE:TK
Tintina Resources Inc.,TSX Venture Exchange,TAU,CVE:TAU
Tirex Resources Ltd.,TSX Venture Exchange,TXX,CVE:TXX
Titan Logix Corp.,TSX Venture Exchange,TLA,CVE:TLA
Titanium Corporation Inc.,TSX Venture Exchange,TIC,CVE:TIC
Titanium Transportation Group Inc.,TSX Venture Exchange,TTR,CVE:TTR
Toro Oil & Gas Ltd.,TSX Venture Exchange,TOO,CVE:TOO
Transeastern Power Trust,TSX Venture Exchange,TEP.UN,CVE:TEP.UN
Traverse Energy Ltd.,TSX Venture Exchange,TVL,CVE:TVL
TriStar Gold Inc.,TSX Venture Exchange,TSG,CVE:TSG
True Gold Mining Inc.,TSX Venture Exchange,TGM,CVE:TGM
True North Gems Inc.,TSX Venture Exchange,TGX,CVE:TGX
Tsodilo Resources Limited,TSX Venture Exchange,TSD,CVE:TSD
US Oil Sands Inc.,TSX Venture Exchange,USO,CVE:USO
Ucore Rare Metals Inc.,TSX Venture Exchange,UCU,CVE:UCU
Unisync Corp.,TSX Venture Exchange,UNI,CVE:UNI
VIQ Solutions Inc.,TSX Venture Exchange,VQS,CVE:VQS
Valdor Technology International Inc.,TSX Venture Exchange,VTI,CVE:VTI
Vanadiumcorp Resources Inc.,TSX Venture Exchange,VRB,CVE:VRB
Vanc Pharmaceuticals Inc.,TSX Venture Exchange,NPH,CVE:NPH
VentriPoint Diagnostics Ltd.,TSX Venture Exchange,VPT,CVE:VPT
